Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,NEW_Country,NEW_City
United States of America,Parkland,51,Moderate,1,Good,13,Good,12,Good,51,Moderate,26.3219,-80.2533,United States,Parkland
Italy,Parma,86,Moderate,2,Good,34,Good,5,Good,86,Moderate,44.8015,10.328,Italy,Parma
Italy,Parma,86,Moderate,2,Good,34,Good,5,Good,86,Moderate,41.3843,-81.7286,United States,Parma
Italy,Parma,86,Moderate,2,Good,34,Good,5,Good,86,Moderate,65.923,57.403,Russia,Usinsk Urban Okrug
Italy,Parma,86,Moderate,2,Good,34,Good,5,Good,86,Moderate,43.2651,-77.7968,United States,Village of Hilton
United States of America,Pleasant Grove,20,Good,1,Good,15,Good,10,Good,20,Good,40.3716,-111.7412,United States,Pleasant Grove
United States of America,Pleasant Grove,20,Good,1,Good,15,Good,10,Good,20,Good,33.494,-86.9782,United States,Pleasant Grove
United States of America,Plymouth,53,Moderate,1,Good,30,Good,7,Good,53,Moderate,50.3714,-4.1422,United Kingdom,Plymouth
United States of America,Plymouth,53,Moderate,1,Good,30,Good,7,Good,53,Moderate,45.0225,-93.4617,United States,Plymouth
United States of America,Plymouth,53,Moderate,1,Good,30,Good,7,Good,53,Moderate,41.8783,-70.6309,United States,Plymouth
United States of America,Plymouth,53,Moderate,1,Good,30,Good,7,Good,53,Moderate,40.1115,-75.2976,United States,Plymouth Township
United States of America,Plymouth,53,Moderate,1,Good,30,Good,7,Good,53,Moderate,41.6642,-73.0263,United States,Plymouth
United States of America,Plymouth,53,Moderate,1,Good,30,Good,7,Good,53,Moderate,41.3483,-86.3187,United States,Plymouth
United States of America,Plymouth,53,Moderate,1,Good,30,Good,7,Good,53,Moderate,42.3718,-83.468,United States,Plymouth
United States of America,Plymouth,53,Moderate,1,Good,30,Good,7,Good,53,Moderate,43.7447,-87.966,United States,Plymouth
United Kingdom of Great Britain and Northern Ireland,Southampton,39,Good,1,Good,15,Good,11,Good,39,Good,50.9025,-1.4042,United Kingdom,Southampton
United Kingdom of Great Britain and Northern Ireland,Southampton,39,Good,1,Good,15,Good,11,Good,39,Good,40.8997,-72.4931,United States,Hampton Bays
United Kingdom of Great Britain and Northern Ireland,Southampton,39,Good,1,Good,15,Good,11,Good,39,Good,39.9137,-74.7171,United States,Southampton Township
India,Nokha,256,Very Unhealthy,1,Good,33,Good,2,Good,256,Very Unhealthy,27.6,73.42,India,Nokhagaon
India,Nokha,256,Very Unhealthy,1,Good,33,Good,2,Good,256,Very Unhealthy,25.1015,84.1228,India,Nokha
United States of America,Oak Grove,70,Moderate,2,Good,24,Good,6,Good,70,Moderate,45.4156,-122.6349,United States,Portland
United States of America,Oak Grove,70,Moderate,2,Good,24,Good,6,Good,70,Moderate,33.978,-81.1468,United States,Lakeview Terrace
United States of America,Oak Grove,70,Moderate,2,Good,24,Good,6,Good,70,Moderate,45.3409,-93.3264,United States,Oak Grove
United States of America,Oceanside,57,Moderate,2,Good,22,Good,9,Good,57,Moderate,33.2247,-117.3083,United States,Oceanside
United States of America,Oceanside,57,Moderate,2,Good,22,Good,9,Good,57,Moderate,40.6328,-73.6364,United States,Oceanside
Chile,Parral,98,Moderate,3,Good,3,Good,5,Good,98,Moderate,26.9333,-105.6667,Mexico,Hidalgo del Parral
Chile,Parral,98,Moderate,3,Good,3,Good,5,Good,98,Moderate,-36.15,-71.8333,Chile,Parral
Brazil,Manga,24,Good,0,Good,24,Good,0,Good,14,Good,11.6667,-1.0667,Burkina Faso,Manga
Brazil,Manga,24,Good,0,Good,24,Good,0,Good,14,Good,-14.7558,-43.9319,Brazil,Manga
United States of America,Belton,55,Moderate,1,Good,46,Good,2,Good,55,Moderate,38.8192,-94.5335,United States,Belton
United States of America,Belton,55,Moderate,1,Good,46,Good,2,Good,55,Moderate,31.0525,-97.479,United States,Belton
United States of America,Berkeley,46,Good,1,Good,33,Good,3,Good,46,Good,37.8722,-122.276,United States,Berkeley
United States of America,Berkeley,46,Good,1,Good,33,Good,3,Good,46,Good,39.9156,-74.1923,United States,Beachwood
United States of America,Burbank,108,Unhealthy for Sensitive Groups,3,Good,23,Good,21,Good,108,Unhealthy for Sensitive Groups,34.1879,-118.3235,United States,Burbank
United States of America,Burbank,108,Unhealthy for Sensitive Groups,3,Good,23,Good,21,Good,108,Unhealthy for Sensitive Groups,41.7444,-87.7686,United States,Burbank
China,Yiyang,170,Unhealthy,9,Good,18,Good,31,Good,170,Unhealthy,28.5833,112.3333,China,Heshan District
China,Yiyang,170,Unhealthy,9,Good,18,Good,31,Good,170,Unhealthy,26.4103,112.3913,China,Changning
Kazakhstan,Abay,42,Good,1,Good,35,Good,0,Good,42,Good,49.6311,72.8539,Kazakhstan,Abay
Kazakhstan,Abay,42,Good,1,Good,35,Good,0,Good,42,Good,43.2092,76.7603,Kazakhstan,Abay
Egypt,Alexandria,56,Moderate,1,Good,56,Moderate,1,Good,35,Good,31.1975,29.8925,Egypt,Alexandria
Egypt,Alexandria,56,Moderate,1,Good,56,Moderate,1,Good,35,Good,38.8185,-77.0861,United States,Alexandria
Egypt,Alexandria,56,Moderate,1,Good,56,Moderate,1,Good,35,Good,43.9686,25.3333,Romania,Alexandria
Egypt,Alexandria,56,Moderate,1,Good,56,Moderate,1,Good,35,Good,31.2923,-92.4702,United States,Alexandria
Egypt,Alexandria,56,Moderate,1,Good,56,Moderate,1,Good,35,Good,45.8776,-95.3767,United States,Alexandria
Egypt,Alexandria,56,Moderate,1,Good,56,Moderate,1,Good,35,Good,-6.4128,-38.0158,Brazil,Alexandria
Egypt,Alexandria,56,Moderate,1,Good,56,Moderate,1,Good,35,Good,38.9621,-84.3859,United States,Alexandria
United States of America,Artesia,61,Moderate,1,Good,21,Good,4,Good,61,Moderate,33.8676,-118.0805,United States,Artesia
United States of America,Artesia,61,Moderate,1,Good,21,Good,4,Good,61,Moderate,32.8497,-104.4268,United States,Artesia
United States of America,Canton,50,Good,1,Good,20,Good,3,Good,50,Good,40.8078,-81.3676,United States,Canton
United States of America,Canton,50,Good,1,Good,20,Good,3,Good,50,Good,34.2467,-84.4897,United States,Canton
United States of America,Canton,50,Good,1,Good,20,Good,3,Good,50,Good,42.175,-71.1264,United States,Canton
United States of America,Canton,50,Good,1,Good,20,Good,3,Good,50,Good,40.5632,-90.0409,United States,Canton
United States of America,Canton,50,Good,1,Good,20,Good,3,Good,50,Good,44.5802,-75.1978,United States,Village of Canton
United States of America,Canton,50,Good,1,Good,20,Good,3,Good,50,Good,32.5975,-90.0317,United States,Canton
United States of America,Canton,50,Good,1,Good,20,Good,3,Good,50,Good,41.86,-72.9083,United States,Canton
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,15.3167,-88.0167,Honduras,Villanueva
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,22.3536,-102.8831,Mexico,Villanueva
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,8.5833,124.7833,Philippines,Villanueva
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,12.9647,-86.815,Nicaragua,Villanueva
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,4.6087,-72.9288,Colombia,Villanueva
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,10.4456,-75.2761,Colombia,Villanueva
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,10.6,-72.9833,Colombia,Villanueva
Brazil,Colina,37,Good,1,Good,11,Good,1,Good,37,Good,-33.2017,-70.6703,Chile,Colina
Brazil,Colina,37,Good,1,Good,11,Good,1,Good,37,Good,-20.7136,-48.5411,Brazil,Colina
United States of America,Columbus,51,Moderate,1,Good,26,Good,4,Good,51,Moderate,39.9862,-82.9855,United States,Columbus
United States of America,Columbus,51,Moderate,1,Good,26,Good,4,Good,51,Moderate,32.51,-84.8771,United States,Columbus
United States of America,Columbus,51,Moderate,1,Good,26,Good,4,Good,51,Moderate,39.2093,-85.9183,United States,Columbus
United States of America,Columbus,51,Moderate,1,Good,26,Good,4,Good,51,Moderate,41.4366,-97.3565,United States,Columbus
United States of America,Columbus,51,Moderate,1,Good,26,Good,4,Good,51,Moderate,33.5088,-88.4096,United States,Columbus
Philippines,Taytay,65,Moderate,1,Good,23,Good,1,Good,65,Moderate,14.5692,121.1325,Philippines,Taytay
Philippines,Taytay,65,Moderate,1,Good,23,Good,1,Good,65,Moderate,10.8167,119.5167,Philippines,
India,Udaipur,70,Moderate,3,Good,36,Good,2,Good,70,Moderate,24.58,73.68,India,Udaipur
India,Udaipur,70,Moderate,3,Good,36,Good,2,Good,70,Moderate,23.5389,91.4917,India,Udaipur
India,Udaipur,70,Moderate,3,Good,36,Good,2,Good,70,Moderate,27.7289,75.4716,India,Udaipurwati
United States of America,College Park,98,Moderate,3,Good,0,Good,28,Good,98,Moderate,38.996,-76.9337,United States,College Park
United States of America,College Park,98,Moderate,3,Good,0,Good,28,Good,98,Moderate,33.6363,-84.464,United States,College Park
United States of America,Corinth,58,Moderate,1,Good,20,Good,6,Good,58,Moderate,33.1434,-97.0682,United States,Corinth
United States of America,Corinth,58,Moderate,1,Good,20,Good,6,Good,58,Moderate,34.9474,-88.5143,United States,Corinth
,Almeirim,47,Good,1,Good,4,Good,0,Good,47,Good,-1.5228,-52.5819,Brazil,Almeirim
,Almeirim,47,Good,1,Good,4,Good,0,Good,47,Good,39.2,-8.6167,Portugal,Almeirim
United States of America,Belmont,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,37.5154,-122.2953,United States,Belmont
United States of America,Belmont,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,42.396,-71.1795,United States,Belmont
United States of America,Belmont,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,35.2212,-81.0401,United States,Belmont
United States of America,Belmont,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,39.0622,-77.4985,United States,Loudoun County
United Kingdom of Great Britain and Northern Ireland,Cheltenham,47,Good,0,Good,32,Good,1,Good,47,Good,51.9,-2.0667,United Kingdom,Cheltenham
United Kingdom of Great Britain and Northern Ireland,Cheltenham,47,Good,0,Good,32,Good,1,Good,47,Good,40.0781,-75.1382,United States,Cheltenham Township
United States of America,Aurora,78,Moderate,2,Good,7,Good,14,Good,78,Moderate,39.7083,-104.7237,United States,Aurora
United States of America,Aurora,78,Moderate,2,Good,7,Good,14,Good,78,Moderate,41.7638,-88.2902,United States,Aurora
United States of America,Aurora,78,Moderate,2,Good,7,Good,14,Good,78,Moderate,13.35,122.5167,Philippines,
United States of America,Aurora,78,Moderate,2,Good,7,Good,14,Good,78,Moderate,44.0,-79.4667,Canada,Aurora
United States of America,Aurora,78,Moderate,2,Good,7,Good,14,Good,78,Moderate,7.9484,123.5819,Philippines,
United States of America,Aurora,78,Moderate,2,Good,7,Good,14,Good,78,Moderate,16.9918,121.6357,Philippines,Aurora
United States of America,Aurora,78,Moderate,2,Good,7,Good,14,Good,78,Moderate,-6.9428,-38.9678,Brazil,Aurora
United States of America,Aurora,78,Moderate,2,Good,7,Good,14,Good,78,Moderate,41.3118,-81.345,United States,Aurora
United States of America,Aurora,78,Moderate,2,Good,7,Good,14,Good,78,Moderate,42.7382,-78.6373,United States,East Aurora
United States of America,Baldwin,55,Moderate,2,Good,28,Good,12,Good,55,Moderate,40.6511,-73.6075,United States,Baldwin
United States of America,Baldwin,55,Moderate,2,Good,28,Good,12,Good,55,Moderate,40.369,-79.9669,United States,Brentwood
Ukraine,Bar,64,Moderate,1,Good,42,Good,0,Good,64,Moderate,42.1,19.1,Montenegro,Bar
Ukraine,Bar,64,Moderate,1,Good,42,Good,0,Good,64,Moderate,49.0781,27.6831,Ukraine,Bar
United States of America,Batavia,78,Moderate,3,Good,3,Good,25,Good,78,Moderate,41.8479,-88.3109,United States,Batavia
United States of America,Batavia,78,Moderate,3,Good,3,Good,25,Good,78,Moderate,42.9987,-78.1802,United States,City of Batavia
United States of America,Roseville,51,Moderate,1,Good,32,Good,1,Good,51,Moderate,38.7703,-121.3196,United States,Roseville
United States of America,Roseville,51,Moderate,1,Good,32,Good,1,Good,51,Moderate,42.5074,-82.9369,United States,Roseville
United States of America,Roseville,51,Moderate,1,Good,32,Good,1,Good,51,Moderate,45.0155,-93.1545,United States,Roseville
United States of America,San Gabriel,112,Unhealthy for Sensitive Groups,3,Good,20,Good,24,Good,112,Unhealthy for Sensitive Groups,34.0949,-118.099,United States,San Gabriel
United States of America,San Gabriel,112,Unhealthy for Sensitive Groups,3,Good,20,Good,24,Good,112,Unhealthy for Sensitive Groups,16.6667,120.4,Philippines,San Gabriel
United States of America,San Gabriel,112,Unhealthy for Sensitive Groups,3,Good,20,Good,24,Good,112,Unhealthy for Sensitive Groups,0.5983,-77.8353,Ecuador,San Gabriel
Philippines,Santa Ana,150,Unhealthy,2,Good,25,Good,8,Good,150,Unhealthy,33.7367,-117.8819,United States,Santa Ana
Philippines,Santa Ana,150,Unhealthy,2,Good,25,Good,8,Good,150,Unhealthy,13.995,-89.5561,El Salvador,Santa Ana
Philippines,Santa Ana,150,Unhealthy,2,Good,25,Good,8,Good,150,Unhealthy,14.58,121.012,Philippines,Manila
Philippines,Santa Ana,150,Unhealthy,2,Good,25,Good,8,Good,150,Unhealthy,14.5277,121.0766,Philippines,Taguig
Philippines,Santa Ana,150,Unhealthy,2,Good,25,Good,8,Good,150,Unhealthy,9.932,-84.176,Costa Rica,Santa Ana
Philippines,Santa Ana,150,Unhealthy,2,Good,25,Good,8,Good,150,Unhealthy,30.5406,-111.1205,Mexico,Santa Ana
Philippines,Santa Ana,150,Unhealthy,2,Good,25,Good,8,Good,150,Unhealthy,15.0939,120.7681,Philippines,Santa Lucia
Philippines,Santa Ana,150,Unhealthy,2,Good,25,Good,8,Good,150,Unhealthy,7.6453,-72.2758,Venezuela,Santa Ana del Táchira
Philippines,Santa Ana,150,Unhealthy,2,Good,25,Good,8,Good,150,Unhealthy,18.4589,122.1419,Philippines,Santa Ana
Philippines,Santa Ana,150,Unhealthy,2,Good,25,Good,8,Good,150,Unhealthy,11.068,-63.9221,Venezuela,Santa Ana
Philippines,Santa Ana,150,Unhealthy,2,Good,25,Good,8,Good,150,Unhealthy,9.319,-74.57,Colombia,Santa Ana
Philippines,Santa Ana,150,Unhealthy,2,Good,25,Good,8,Good,150,Unhealthy,16.8069,-89.8272,Guatemala,Santa Ana
Philippines,Santa Ana,150,Unhealthy,2,Good,25,Good,8,Good,150,Unhealthy,13.9333,-87.2667,Honduras,Santa Ana
Philippines,Santa Ana,150,Unhealthy,2,Good,25,Good,8,Good,150,Unhealthy,14.0667,-87.95,Honduras,Santa Ana
Philippines,Santa Ana,150,Unhealthy,2,Good,25,Good,8,Good,150,Unhealthy,9.2444,-64.6353,Venezuela,Municipio Santa Ana
Syrian Arab Republic,Damascus,77,Moderate,1,Good,77,Moderate,1,Good,59,Moderate,33.5131,36.2919,Syria,Al-Qanawat Municipality
Syrian Arab Republic,Damascus,77,Moderate,1,Good,77,Moderate,1,Good,59,Moderate,39.2701,-77.1957,United States,Damascus
Syrian Arab Republic,Damascus,77,Moderate,1,Good,77,Moderate,1,Good,59,Moderate,45.4233,-122.4436,United States,Damascus
United States of America,Dickinson,26,Good,1,Good,22,Good,1,Good,26,Good,46.8918,-102.7925,United States,Dickinson
United States of America,Dickinson,26,Good,1,Good,22,Good,1,Good,26,Good,29.4548,-95.0589,United States,Dickinson
France,Dieppe,43,Good,1,Good,36,Good,0,Good,43,Good,46.0989,-64.7242,Canada,Dieppe
France,Dieppe,43,Good,1,Good,36,Good,0,Good,43,Good,49.92,1.08,France,Dieppe
Guatemala,Escuintla,86,Moderate,2,Good,32,Good,2,Good,86,Moderate,14.2978,-90.7869,Guatemala,Municipio de Escuintla
Guatemala,Escuintla,86,Moderate,2,Good,32,Good,2,Good,86,Moderate,15.3193,-92.6586,Mexico,Escuintla
United States of America,Frankfort,55,Moderate,1,Good,39,Good,3,Good,55,Moderate,38.1924,-84.8643,United States,Frankfort
United States of America,Frankfort,55,Moderate,1,Good,39,Good,3,Good,55,Moderate,-27.2833,28.5167,South Africa,Mafube Local Municipality
United States of America,Frankfort,55,Moderate,1,Good,39,Good,3,Good,55,Moderate,41.4892,-87.8363,United States,Frankfort
United States of America,Frankfort,55,Moderate,1,Good,39,Good,3,Good,55,Moderate,40.281,-86.5212,United States,Frankfort
United States of America,Somerville,49,Good,1,Good,41,Good,2,Good,49,Good,42.3908,-71.1014,United States,Somerville
United States of America,Somerville,49,Good,1,Good,41,Good,2,Good,49,Good,40.5696,-74.6092,United States,Somerville
United States of America,Somerville,49,Good,1,Good,41,Good,2,Good,49,Good,-38.226,145.177,Australia,Melbourne
Poland,Sopot,35,Good,1,Good,35,Good,0,Good,25,Good,54.45,18.5667,Poland,Sopot
Poland,Sopot,35,Good,1,Good,35,Good,0,Good,25,Good,42.65,24.75,Bulgaria,Sopot
United States of America,Davenport,41,Good,1,Good,30,Good,5,Good,41,Good,41.5565,-90.6053,United States,Davenport
United States of America,Davenport,41,Good,1,Good,30,Good,5,Good,41,Good,28.1587,-81.6083,United States,Davenport
New Zealand,Wellington,24,Good,0,Good,24,Good,2,Good,17,Good,-41.2889,174.7772,New Zealand,Wellington
New Zealand,Wellington,24,Good,0,Good,24,Good,2,Good,17,Good,52.7001,-2.5157,United Kingdom,Wellington
New Zealand,Wellington,24,Good,0,Good,24,Good,2,Good,17,Good,50.9755,-3.2243,United Kingdom,Wellington
New Zealand,Wellington,24,Good,0,Good,24,Good,2,Good,17,Good,26.6461,-80.2699,United States,Palm Beach County
New Zealand,Wellington,24,Good,0,Good,24,Good,2,Good,17,Good,11.3655,76.7844,India,Boys Company
New Zealand,Wellington,24,Good,0,Good,24,Good,2,Good,17,Good,40.7,-105.0054,United States,Wellington
China,Wuxi,176,Unhealthy,5,Good,34,Good,23,Good,176,Unhealthy,31.5667,120.2833,China,Liangxi District
China,Wuxi,176,Unhealthy,5,Good,34,Good,23,Good,176,Unhealthy,26.5895,111.8481,China,Wuxi
China,Dongsheng,138,Unhealthy for Sensitive Groups,1,Good,52,Moderate,0,Good,138,Unhealthy for Sensitive Groups,22.8869,113.4563,China,Nansha District
China,Dongsheng,138,Unhealthy for Sensitive Groups,1,Good,52,Moderate,0,Good,138,Unhealthy for Sensitive Groups,22.6199,113.2895,China,Zhongshan
China,Dongsheng,138,Unhealthy for Sensitive Groups,1,Good,52,Moderate,0,Good,138,Unhealthy for Sensitive Groups,36.9996,105.0029,China,Dongsheng
United States of America,El Dorado,79,Moderate,1,Good,26,Good,3,Good,79,Moderate,24.3228,-107.363,Mexico,Eldorado
United States of America,El Dorado,79,Moderate,1,Good,26,Good,3,Good,79,Moderate,33.2184,-92.664,United States,El Dorado
United States of America,El Dorado,79,Moderate,1,Good,26,Good,3,Good,79,Moderate,37.821,-96.8613,United States,El Dorado
United States of America,El Dorado,79,Moderate,1,Good,26,Good,3,Good,79,Moderate,6.7167,-61.6167,Venezuela,El Dorado
Mexico,Emiliano Zapata,162,Unhealthy,5,Good,0,Good,15,Good,162,Unhealthy,17.7446,-91.7651,Mexico,Emiliano Zapata
Mexico,Emiliano Zapata,162,Unhealthy,5,Good,0,Good,15,Good,162,Unhealthy,19.65,-98.55,Mexico,Emiliano Zapata
Mexico,Emiliano Zapata,162,Unhealthy,5,Good,0,Good,15,Good,162,Unhealthy,16.5,-92.8667,Mexico,Rizo de Oro
India,Maur,500,Hazardous,1,Good,62,Moderate,1,Good,433,Hazardous,30.0833,75.25,India,Ghuman Khurd
India,Maur,500,Hazardous,1,Good,62,Moderate,1,Good,433,Hazardous,47.3417,8.6703,Switzerland,Aesch
Australia,Launceston,29,Good,0,Good,29,Good,0,Good,12,Good,-41.4419,147.145,Australia,Launceston
Australia,Launceston,29,Good,0,Good,29,Good,0,Good,12,Good,50.637,-4.36,United Kingdom,Launceston
United States of America,Laurel,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,39.0949,-76.8622,United States,Laurel
United States of America,Laurel,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,14.05,120.9,Philippines,Laurel
United States of America,Laurel,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,37.6375,-77.5062,United States,Henrico County
United States of America,Laurel,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,31.6956,-89.1449,United States,Laurel
United States of America,Laurel,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,27.1507,-82.4534,United States,Laurel
India,Kharagpur,181,Unhealthy,1,Good,71,Moderate,1,Good,181,Unhealthy,22.3302,87.3237,India,Kharagpur
India,Kharagpur,181,Unhealthy,1,Good,71,Moderate,1,Good,181,Unhealthy,25.1245,86.5558,India,Kharagpur
India,Lakhipur,55,Moderate,2,Good,29,Good,0,Good,55,Moderate,26.2897,90.2281,India,Phutkibari
India,Lakhipur,55,Moderate,2,Good,29,Good,0,Good,55,Moderate,24.8,93.02,India,Lakhipur
India,Lakhipur,55,Moderate,2,Good,29,Good,0,Good,55,Moderate,26.3281,88.3863,India,Chopra
United States of America,Leesburg,58,Moderate,2,Good,22,Good,12,Good,58,Moderate,28.7672,-81.8962,United States,Leesburg
United States of America,Leesburg,58,Moderate,2,Good,22,Good,12,Good,58,Moderate,39.1057,-77.5544,United States,Leesburg
,La Porte,85,Moderate,2,Good,14,Good,9,Good,85,Moderate,29.6689,-95.0484,United States,La Porte
,La Porte,85,Moderate,2,Good,14,Good,9,Good,85,Moderate,41.6069,-86.7142,United States,La Porte
Costa Rica,San Vicente,55,Moderate,1,Good,11,Good,7,Good,55,Moderate,13.6453,-88.7842,El Salvador,San Vicente
Costa Rica,San Vicente,55,Moderate,1,Good,11,Good,7,Good,55,Moderate,9.9636,-84.0454,Costa Rica,San Vicente
Costa Rica,San Vicente,55,Moderate,1,Good,11,Good,7,Good,55,Moderate,10.5281,119.2542,Philippines,San Vicente
Costa Rica,San Vicente,55,Moderate,1,Good,11,Good,7,Good,55,Moderate,6.2819,-75.3322,Colombia,San Vicente
Costa Rica,San Vicente,55,Moderate,1,Good,11,Good,7,Good,55,Moderate,17.5947,120.3753,Philippines,San Vicente
Costa Rica,San Vicente,55,Moderate,1,Good,11,Good,7,Good,55,Moderate,14.1061,122.8733,Philippines,San Vicente
Costa Rica,San Vicente,55,Moderate,1,Good,11,Good,7,Good,55,Moderate,-1.9,-79.2333,Ecuador,Changuil
United States of America,Portsmouth,47,Good,1,Good,32,Good,5,Good,47,Good,50.8058,-1.0872,United Kingdom,Portsmouth
United States of America,Portsmouth,47,Good,1,Good,32,Good,5,Good,47,Good,43.058,-70.7826,United States,Portsmouth
United States of America,Portsmouth,47,Good,1,Good,32,Good,5,Good,47,Good,36.8468,-76.354,United States,Portsmouth
United States of America,Portsmouth,47,Good,1,Good,32,Good,5,Good,47,Good,38.7538,-82.9445,United States,Portsmouth
United States of America,Portsmouth,47,Good,1,Good,32,Good,5,Good,47,Good,41.5922,-71.2745,United States,Portsmouth
United States of America,Saginaw,32,Good,1,Good,25,Good,5,Good,32,Good,43.4199,-83.9501,United States,Saginaw
United States of America,Saginaw,32,Good,1,Good,25,Good,5,Good,32,Good,32.8657,-97.3654,United States,Saginaw
Latvia,Riga,54,Moderate,1,Good,28,Good,2,Good,54,Moderate,56.9489,24.1064,Latvia,Riga
Latvia,Riga,54,Moderate,1,Good,28,Good,2,Good,54,Moderate,26.6553,85.442,India,Riga
United States of America,Roselle,68,Moderate,2,Good,15,Good,20,Good,68,Moderate,40.6527,-74.2599,United States,Roselle
United States of America,Roselle,68,Moderate,2,Good,15,Good,20,Good,68,Moderate,41.9809,-88.0861,United States,Roselle
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,-34.6,-68.3333,Argentina,Distrito Ciudad de San Rafael
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,14.95,120.9667,Philippines,Angat
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,37.9905,-122.5221,United States,San Rafael
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,10.0417,-84.075,Costa Rica,Concepción
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,20.1889,-96.8658,Mexico,San Rafael
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,11.1728,122.8267,Philippines,San Rafael
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,14.7333,-88.4167,Honduras,San Rafael
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,6.2975,-75.0314,Colombia,San Rafael
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,-16.7795,-60.6799,Bolivia,Municipio San Rafael
El Salvador,San Salvador,107,Unhealthy for Sensitive Groups,3,Good,20,Good,10,Good,107,Unhealthy for Sensitive Groups,13.6989,-89.1914,El Salvador,San Salvador
El Salvador,San Salvador,107,Unhealthy for Sensitive Groups,3,Good,20,Good,10,Good,107,Unhealthy for Sensitive Groups,20.2833,-99.0153,Mexico,San Salvador
El Salvador,San Salvador,107,Unhealthy for Sensitive Groups,3,Good,20,Good,10,Good,107,Unhealthy for Sensitive Groups,-31.6167,-58.5,Argentina,San Salvador
United States of America,Saratoga Springs,57,Moderate,2,Good,13,Good,9,Good,57,Moderate,43.0674,-73.7775,United States,City of Saratoga Springs
United States of America,Saratoga Springs,57,Moderate,2,Good,13,Good,9,Good,57,Moderate,40.345,-111.9154,United States,Saratoga Springs
Japan,Takahama,44,Good,1,Good,44,Good,1,Good,18,Good,34.9275,136.9878,Japan,Takahama
Japan,Takahama,44,Good,1,Good,44,Good,1,Good,18,Good,35.4903,135.551,Japan,Takahama
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,15.71,121.1047,Philippines,Rizal
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,12.4667,120.9667,Philippines,Rizal
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,17.5,121.6,Philippines,Rizal
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,17.8478,121.345,Philippines,Rizal
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,14.1083,121.3917,Philippines,Rizal
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,8.5272,123.5517,Philippines,Rizal
Madagascar,Ambatolampy,21,Good,0,Good,21,Good,0,Good,21,Good,-19.3861,47.4292,Madagascar,Ambatolampy
Madagascar,Ambatolampy,21,Good,0,Good,21,Good,0,Good,21,Good,-18.9,46.1167,Madagascar,Ambohitrakely
United States of America,Deer Park,58,Moderate,1,Good,24,Good,15,Good,58,Moderate,29.6898,-95.1151,United States,Deer Park
United States of America,Deer Park,58,Moderate,1,Good,24,Good,15,Good,58,Moderate,40.7623,-73.3218,United States,Deer Park
Japan,Chino,43,Good,1,Good,43,Good,0,Good,15,Good,33.9836,-117.6654,United States,Chino
Japan,Chino,43,Good,1,Good,43,Good,0,Good,15,Good,35.9955,138.1588,Japan,Chino
United States of America,Columbia,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,34.0378,-80.9036,United States,Columbia
United States of America,Columbia,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,38.9472,-92.3268,United States,Columbia
United States of America,Columbia,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,39.2004,-76.859,United States,Howard County
United States of America,Columbia,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,35.6238,-87.0484,United States,Columbia
