Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,NEW_Country,NEW_City
Brazil,Bonito,35,Good,1,Good,9,Good,0,Good,35,Good,-11.9658,-41.2669,Brazil,Bonito
Brazil,Bonito,35,Good,1,Good,9,Good,0,Good,35,Good,-1.3628,-47.3069,Brazil,Bonito
Barbados,Bridgetown,73,Moderate,0,Good,24,Good,0,Good,73,Moderate,13.0975,-59.6167,Barbados,Bridgetown
Barbados,Bridgetown,73,Moderate,0,Good,24,Good,0,Good,73,Moderate,39.1552,-84.6359,United States,Bridgetown
United States of America,Bridgewater,45,Good,1,Good,38,Good,2,Good,45,Good,40.5934,-74.6076,United States,Bridgewater Township
United States of America,Bridgewater,45,Good,1,Good,38,Good,2,Good,45,Good,41.9728,-70.9749,United States,Bridgewater
United States of America,Bridgewater,45,Good,1,Good,38,Good,2,Good,45,Good,44.37,-64.52,Canada,Town of Bridgewater
United Kingdom of Great Britain and Northern Ireland,Christchurch,37,Good,1,Good,32,Good,2,Good,37,Good,-43.531,172.6365,New Zealand,Christchurch
United Kingdom of Great Britain and Northern Ireland,Christchurch,37,Good,1,Good,32,Good,2,Good,37,Good,50.73,-1.78,United Kingdom,Christchurch
Pakistan,Akora,182,Unhealthy,5,Good,51,Moderate,8,Good,182,Unhealthy,33.9925,72.145,Pakistan,Isori Kuz
Pakistan,Akora,182,Unhealthy,5,Good,51,Moderate,8,Good,182,Unhealthy,26.4721,78.7989,India,Akora
United States of America,Princeton,53,Moderate,1,Good,28,Good,8,Good,53,Moderate,25.5396,-80.3971,United States,Naranja
United States of America,Princeton,53,Moderate,1,Good,28,Good,8,Good,53,Moderate,40.3562,-74.6693,United States,Princeton
United States of America,Princeton,53,Moderate,1,Good,28,Good,8,Good,53,Moderate,33.1778,-96.5044,United States,Princeton
Spain,Requena,35,Good,1,Good,35,Good,1,Good,26,Good,-5.0569,-73.8515,Peru,Requena
Spain,Requena,35,Good,1,Good,35,Good,1,Good,26,Good,39.4861,-1.1017,Spain,Requena
United States of America,Riverdale,67,Moderate,2,Good,25,Good,12,Good,67,Moderate,33.5639,-84.4103,United States,Riverdale
United States of America,Riverdale,67,Moderate,2,Good,25,Good,12,Good,67,Moderate,41.6441,-87.6366,United States,Riverdale
United States of America,Riverdale,67,Moderate,2,Good,25,Good,12,Good,67,Moderate,41.1732,-112.0023,United States,Riverdale
Mexico,Salinas,25,Good,1,Good,25,Good,1,Good,21,Good,36.6883,-121.6317,United States,Salinas
Mexico,Salinas,25,Good,1,Good,25,Good,1,Good,21,Good,-34.7833,-55.8333,Uruguay,Salinas
Mexico,Salinas,25,Good,1,Good,25,Good,1,Good,21,Good,-16.1185,-42.174,Brazil,Salinas
Mexico,Salinas,25,Good,1,Good,25,Good,1,Good,21,Good,-2.2167,-80.9501,Ecuador,Salinas
Brazil,Patos,31,Good,0,Good,17,Good,0,Good,31,Good,-7.0244,-37.28,Brazil,Patos
Brazil,Patos,31,Good,0,Good,17,Good,0,Good,31,Good,40.6833,19.6167,Albania,Patos
Spain,Pinto,50,Good,1,Good,14,Good,8,Good,50,Good,40.25,-3.7,Spain,Pinto
Spain,Pinto,50,Good,1,Good,14,Good,8,Good,50,Good,-36.7,-71.9,Chile,Pinto
United States of America,Plainview,63,Moderate,1,Good,23,Good,16,Good,63,Moderate,14.5777,121.0337,Philippines,Mandaluyong
United States of America,Plainview,63,Moderate,1,Good,23,Good,16,Good,63,Moderate,40.7832,-73.4732,United States,Plainview
United States of America,Plainview,63,Moderate,1,Good,23,Good,16,Good,63,Moderate,34.1911,-101.7235,United States,Plainview
United States of America,Pleasant Hill,65,Moderate,1,Good,28,Good,15,Good,65,Moderate,37.9539,-122.0759,United States,Pleasant Hill
United States of America,Pleasant Hill,65,Moderate,1,Good,28,Good,15,Good,65,Moderate,41.5867,-93.4953,United States,Pleasant Hill
United States of America,Pleasant Hill,65,Moderate,1,Good,28,Good,15,Good,65,Moderate,38.8059,-94.2652,United States,Pleasant Hill
United States of America,Ada,50,Good,1,Good,26,Good,3,Good,50,Good,45.8,20.1333,Serbia,Ada Municipality
United States of America,Ada,50,Good,1,Good,26,Good,3,Good,50,Good,34.7662,-96.6681,United States,Ada
Brazil,Altamira,39,Good,1,Good,2,Good,0,Good,39,Good,-3.2028,-52.2058,Brazil,Altamira
Brazil,Altamira,39,Good,1,Good,2,Good,0,Good,39,Good,22.3375,-97.8694,Mexico,Miramar
Brazil,Altamira,39,Good,1,Good,2,Good,0,Good,39,Good,19.6667,-70.8333,Dominican Republic,Altamira
United States of America,Portland,48,Good,1,Good,48,Good,2,Good,36,Good,45.5371,-122.65,United States,Portland
United States of America,Portland,48,Good,1,Good,48,Good,2,Good,36,Good,43.6773,-70.2715,United States,Portland
United States of America,Portland,48,Good,1,Good,48,Good,2,Good,36,Good,27.8942,-97.3278,United States,Portland
United States of America,Portland,48,Good,1,Good,48,Good,2,Good,36,Good,36.5921,-86.5239,United States,Portland
United States of America,Portland,48,Good,1,Good,48,Good,2,Good,36,Good,-38.3333,141.6,Australia,Portland
United States of America,Portland,48,Good,1,Good,48,Good,2,Good,36,Good,41.5988,-72.589,United States,Portland
United States of America,Selma,61,Moderate,2,Good,8,Good,17,Good,61,Moderate,36.5715,-119.6143,United States,Selma
United States of America,Selma,61,Moderate,2,Good,8,Good,17,Good,61,Moderate,32.4166,-87.0336,United States,Selma
United States of America,Selma,61,Moderate,2,Good,8,Good,17,Good,61,Moderate,29.5866,-98.3132,United States,Selma
United States of America,Somerset,44,Good,1,Good,33,Good,5,Good,44,Good,40.5083,-74.501,United States,Franklin Township
United States of America,Somerset,44,Good,1,Good,33,Good,5,Good,44,Good,41.7404,-71.1612,United States,Swansea
United States of America,Somerset,44,Good,1,Good,33,Good,5,Good,44,Good,37.0834,-84.6109,United States,Somerset
United States of America,Spring Valley,59,Moderate,1,Good,26,Good,10,Good,59,Moderate,36.0952,-115.2636,United States,Spring Valley
United States of America,Spring Valley,59,Moderate,1,Good,26,Good,10,Good,59,Moderate,41.1151,-74.0486,United States,Village of Spring Valley
United States of America,Spring Valley,59,Moderate,1,Good,26,Good,10,Good,59,Moderate,32.7317,-116.9766,United States,Spring Valley
United States of America,Scituate,45,Good,1,Good,35,Good,5,Good,45,Good,42.1992,-70.759,United States,Scituate
United States of America,Scituate,45,Good,1,Good,35,Good,5,Good,45,Good,41.7926,-71.6203,United States,Scituate
Brazil,Areia Branca,21,Good,0,Good,21,Good,0,Good,19,Good,-4.9558,-37.1369,Brazil,Areia Branca
Brazil,Areia Branca,21,Good,0,Good,21,Good,0,Good,19,Good,-10.7578,-37.315,Brazil,Areia Branca
Philippines,Astorga,39,Good,1,Good,15,Good,0,Good,39,Good,-23.2328,-51.6658,Brazil,Astorga
Philippines,Astorga,39,Good,1,Good,15,Good,0,Good,39,Good,42.4589,-6.0633,Spain,Astorga
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,18.4167,-91.6333,Mexico,Carmen
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,7.2,124.7833,Philippines,Carmen
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,7.3606,125.7064,Philippines,Carmen
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,9.8167,124.2,Philippines,Guadalupe
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,8.9999,125.2648,Philippines,Tagcatong
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,9.2289,126.0167,Philippines,Carmen
,Ternate,22,Good,1,Good,16,Good,0,Good,22,Good,0.78,127.3819,Indonesia,Ternate
,Ternate,22,Good,1,Good,16,Good,0,Good,22,Good,14.2833,120.7167,Philippines,Ternate
Côte d'Ivoire,Touba,29,Good,1,Good,14,Good,0,Good,29,Good,14.8667,-15.8833,Senegal,Touba
Côte d'Ivoire,Touba,29,Good,1,Good,14,Good,0,Good,29,Good,8.2833,-7.6833,Côte d'Ivoire,Touba
Greece,Tripoli,44,Good,1,Good,44,Good,0,Good,30,Good,32.8872,13.1914,Libya,Tripoli
Greece,Tripoli,44,Good,1,Good,44,Good,0,Good,30,Good,34.4367,35.8344,Lebanon,Tripoli
Peru,Trujillo,47,Good,1,Good,16,Good,2,Good,47,Good,-8.112,-79.0288,Peru,Trujillo
Peru,Trujillo,47,Good,1,Good,16,Good,2,Good,47,Good,15.9186,-85.9533,Honduras,Trujillo
Peru,Trujillo,47,Good,1,Good,16,Good,2,Good,47,Good,9.417,-70.5,Venezuela,Pampanito
Peru,Trujillo,47,Good,1,Good,16,Good,2,Good,47,Good,4.25,-76.3333,Colombia,Trujillo
Peru,Trujillo,47,Good,1,Good,16,Good,2,Good,47,Good,39.4653,-5.8789,Spain,Trujillo
France,Vernouillet,60,Moderate,1,Good,20,Good,6,Good,60,Moderate,48.7208,1.3606,France,Vernouillet
France,Vernouillet,60,Moderate,1,Good,20,Good,6,Good,60,Moderate,48.9722,1.9833,France,Vernouillet
Argentina,Villeta,90,Moderate,2,Good,5,Good,3,Good,90,Moderate,5.0083,-74.4738,Colombia,Villeta
Argentina,Villeta,90,Moderate,2,Good,5,Good,3,Good,90,Moderate,-25.51,-57.56,Paraguay,Villeta
United States of America,Wells,29,Good,1,Good,29,Good,5,Good,29,Good,51.2094,-2.645,United Kingdom,Wells
United States of America,Wells,29,Good,1,Good,29,Good,5,Good,29,Good,43.3267,-70.6336,United States,Wells
United States of America,Woodbury,56,Moderate,2,Good,19,Good,16,Good,56,Moderate,44.9057,-92.923,United States,Woodbury
United States of America,Woodbury,56,Moderate,2,Good,19,Good,16,Good,56,Moderate,41.3284,-74.1004,United States,Village of Woodbury
United States of America,Woodbury,56,Moderate,2,Good,19,Good,16,Good,56,Moderate,39.8379,-75.1524,United States,Woodbury
United States of America,Woodbury,56,Moderate,2,Good,19,Good,16,Good,56,Moderate,40.8176,-73.4703,United States,Woodbury
United States of America,Woodbury,56,Moderate,2,Good,19,Good,16,Good,56,Moderate,41.5615,-73.207,United States,Woodbury
United States of America,Yeadon,59,Moderate,2,Good,17,Good,18,Good,59,Moderate,39.9325,-75.2527,United States,Yeadon
United States of America,Yeadon,59,Moderate,2,Good,17,Good,18,Good,59,Moderate,53.869,-1.688,United Kingdom,Leeds
United States of America,Forest Park,81,Moderate,2,Good,15,Good,19,Good,81,Moderate,41.8683,-87.8157,United States,Forest Park
United States of America,Forest Park,81,Moderate,2,Good,15,Good,19,Good,81,Moderate,39.2861,-84.5258,United States,Forest Park
United States of America,Forest Park,81,Moderate,2,Good,15,Good,19,Good,81,Moderate,33.6209,-84.359,United States,Forest Park
United States of America,Oregon,42,Good,1,Good,42,Good,6,Good,33,Good,41.6524,-83.4321,United States,Oregon
United States of America,Oregon,42,Good,1,Good,42,Good,6,Good,33,Good,42.9253,-89.3892,United States,Oregon
United States of America,Oswego,54,Moderate,2,Good,28,Good,11,Good,54,Moderate,41.6834,-88.3372,United States,Oswego
United States of America,Oswego,54,Moderate,2,Good,28,Good,11,Good,54,Moderate,43.4516,-76.5005,United States,City of Oswego
United States of America,Pineville,48,Good,1,Good,15,Good,4,Good,48,Good,31.3414,-92.4096,United States,Pineville
United States of America,Pineville,48,Good,1,Good,15,Good,4,Good,48,Good,35.0864,-80.8915,United States,Pineville
Portugal,Porto,28,Good,0,Good,28,Good,2,Good,21,Good,41.1621,-8.622,Portugal,Porto
Portugal,Porto,28,Good,0,Good,28,Good,2,Good,21,Good,-3.8928,-42.71,Brazil,Porto
United States of America,Russellville,79,Moderate,1,Good,23,Good,4,Good,79,Moderate,35.2762,-93.1383,United States,Russellville
United States of America,Russellville,79,Moderate,1,Good,23,Good,4,Good,79,Moderate,34.5055,-87.7283,United States,Russellville
United States of America,Rye,70,Moderate,2,Good,12,Good,24,Good,70,Moderate,41.0075,-73.6872,United States,Village of Rye Brook
United States of America,Rye,70,Moderate,2,Good,12,Good,24,Good,70,Moderate,50.95,0.73,United Kingdom,Rother
United Kingdom of Great Britain and Northern Ireland,Sale,34,Good,1,Good,30,Good,3,Good,34,Good,34.0333,-6.8,Morocco,Salé
United Kingdom of Great Britain and Northern Ireland,Sale,34,Good,1,Good,30,Good,3,Good,34,Good,53.424,-2.322,United Kingdom,Trafford
United Kingdom of Great Britain and Northern Ireland,Sale,34,Good,1,Good,30,Good,3,Good,34,Good,-38.1,147.0667,Australia,Sale
Chile,San Bernardo,240,Very Unhealthy,15,Good,0,Good,24,Good,240,Very Unhealthy,-33.5833,-70.7,Chile,Provincia de Maipo
Chile,San Bernardo,240,Very Unhealthy,15,Good,0,Good,24,Good,240,Very Unhealthy,1.5108,-77.0467,Colombia,San Bernardo
Chile,San Bernardo,240,Very Unhealthy,15,Good,0,Good,24,Good,240,Very Unhealthy,-27.2667,-60.7,Argentina,Municipio de San Bernardo
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,37.3012,-121.848,United States,San Jose
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,12.3528,121.0676,Philippines,San Jose
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,15.7919,120.99,Philippines,San Jose
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,10.7433,121.9411,Philippines,San Jose de Buenavista
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,10.18,125.5683,Philippines,Libjo
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,13.8772,121.105,Philippines,San Jose
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,13.6981,123.5186,Philippines,San Jose
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,10.0083,125.5889,Philippines,San Jose
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,9.4167,123.2333,Philippines,San Jose
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,12.531,124.487,Philippines,San Jose
Costa Rica,San Josecito,83,Moderate,2,Good,2,Good,14,Good,83,Moderate,10.0126,-84.1119,Costa Rica,San Josecito
Costa Rica,San Josecito,83,Moderate,2,Good,2,Good,14,Good,83,Moderate,9.8885,-84.1055,Costa Rica,San Josecito
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,14.07,121.325,Philippines,San Pablo
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,37.9629,-122.3426,United States,San Pablo
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,9.9918,-84.0937,Costa Rica,San Pablo
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,7.4825,-73.925,Colombia,San Pablo
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,7.6578,123.4597,Philippines,San Pablo
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,17.4478,121.795,Philippines,San Jose
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,1.6725,-77.0139,Colombia,San Pablo
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,-40.4,-73.0167,Chile,San Pablo
United States of America,Santa Clara,66,Moderate,2,Good,9,Good,20,Good,66,Moderate,22.4069,-79.9649,Cuba,Santa Clara
United States of America,Santa Clara,66,Moderate,2,Good,9,Good,20,Good,66,Moderate,37.3646,-121.968,United States,Santa Clara
United States of America,Santa Clara,66,Moderate,2,Good,9,Good,20,Good,66,Moderate,44.1154,-123.1344,United States,Eugene
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,18.4764,-69.8933,Dominican Republic,Santo Domingo
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,15.59,120.8786,Philippines,Santo Domingo
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,22.5833,-80.2383,Cuba,Santo Domingo
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,9.988,-84.0686,Costa Rica,San Vicente
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,13.235,123.7769,Philippines,Santo Domingo
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,17.6414,120.4108,Philippines,Santo Domingo
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,12.2631,-85.0822,Nicaragua,Santo Domingo
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,6.4708,-75.1658,Colombia,Santo Domingo
Colombia,Santo Tomas,85,Moderate,2,Good,18,Good,7,Good,85,Moderate,14.0833,121.1833,Philippines,Santo Tomas
Colombia,Santo Tomas,85,Moderate,2,Good,18,Good,7,Good,85,Moderate,7.5333,125.6167,Philippines,Santo Tomas
Colombia,Santo Tomas,85,Moderate,2,Good,18,Good,7,Good,85,Moderate,15.0,120.75,Philippines,San Simon
Colombia,Santo Tomas,85,Moderate,2,Good,18,Good,7,Good,85,Moderate,16.2833,120.3833,Philippines,Santo Tomas
Colombia,Santo Tomas,85,Moderate,2,Good,18,Good,7,Good,85,Moderate,17.4,121.7667,Philippines,Santo Tomas
United States of America,Riverton,54,Moderate,1,Good,13,Good,12,Good,54,Moderate,40.5176,-111.9636,United States,Riverton
United States of America,Riverton,54,Moderate,1,Good,13,Good,12,Good,54,Moderate,43.0421,-108.4144,United States,Fremont County
United States of America,Norwood,34,Good,1,Good,24,Good,8,Good,34,Good,39.1605,-84.4535,United States,Norwood
United States of America,Norwood,34,Good,1,Good,24,Good,8,Good,34,Good,42.1861,-71.1948,United States,Norwood
United States of America,Springdale,86,Moderate,1,Good,24,Good,4,Good,86,Moderate,36.1901,-94.1574,United States,Springdale
United States of America,Springdale,86,Moderate,1,Good,24,Good,4,Good,86,Moderate,39.8769,-74.9724,United States,Cherry Hill Township
United States of America,Springdale,86,Moderate,1,Good,24,Good,4,Good,86,Moderate,39.2909,-84.476,United States,Springdale
United Kingdom of Great Britain and Northern Ireland,Stafford,41,Good,1,Good,30,Good,3,Good,41,Good,52.807,-2.117,United Kingdom,Stafford
United Kingdom of Great Britain and Northern Ireland,Stafford,41,Good,1,Good,30,Good,3,Good,41,Good,39.7049,-74.2643,United States,Stafford Township
United Kingdom of Great Britain and Northern Ireland,Stafford,41,Good,1,Good,30,Good,3,Good,41,Good,29.6271,-95.5654,United States,Stafford
United Kingdom of Great Britain and Northern Ireland,Stafford,41,Good,1,Good,30,Good,3,Good,41,Good,41.9876,-72.3122,United States,Stafford
United Kingdom of Great Britain and Northern Ireland,Stroud,51,Moderate,1,Good,21,Good,5,Good,51,Moderate,41.0001,-75.2173,United States,Stroud Township
United Kingdom of Great Britain and Northern Ireland,Stroud,51,Moderate,1,Good,21,Good,5,Good,51,Moderate,51.744,-2.215,United Kingdom,Stroud
India,Kota,160,Unhealthy,1,Good,42,Good,1,Good,160,Unhealthy,25.18,75.83,India,Kota
India,Kota,160,Unhealthy,1,Good,42,Good,1,Good,160,Unhealthy,14.0333,80.05,India,Kota
Thailand,Kathu,40,Good,0,Good,23,Good,0,Good,40,Good,7.9112,98.3475,Thailand,Kathu
Thailand,Kathu,40,Good,0,Good,23,Good,0,Good,40,Good,-27.7,23.05,South Africa,Gamagara Local Municipality
United Kingdom of Great Britain and Northern Ireland,Irvine,62,Moderate,0,Good,34,Good,0,Good,62,Moderate,33.6772,-117.7738,United States,Irvine
United Kingdom of Great Britain and Northern Ireland,Irvine,62,Moderate,0,Good,34,Good,0,Good,62,Moderate,55.6201,-4.6614,United Kingdom,Irvine
United States of America,Shelbyville,45,Good,1,Good,30,Good,8,Good,45,Good,35.4987,-86.4517,United States,Shelbyville
United States of America,Shelbyville,45,Good,1,Good,30,Good,8,Good,45,Good,39.5352,-85.7793,United States,Shelbyville
United States of America,Shelbyville,45,Good,1,Good,30,Good,8,Good,45,Good,38.2067,-85.2292,United States,Shelbyville
India,Sirsa,260,Very Unhealthy,1,Good,47,Good,0,Good,239,Very Unhealthy,29.5333,75.0167,India,Sirsa
India,Sirsa,260,Very Unhealthy,1,Good,47,Good,0,Good,239,Very Unhealthy,26.2667,84.7403,India,Baikunthpur
Republic of Moldova,Slobozia,52,Moderate,1,Good,39,Good,0,Good,52,Moderate,44.5639,27.3661,Romania,Slobozia
Republic of Moldova,Slobozia,52,Moderate,1,Good,39,Good,0,Good,52,Moderate,46.7333,29.7,Moldova,Slobozia
